Insult,Date,Comment
0,20120610012214Z,"""yeah well director interpretation isn't always the best insight for things like this, especially with something with such a rabid fan base. On top of that i think they are condensing more than i would have liked...even if the golden age was kinda meh in comparison to the drama going on now, i would have at least liked for them to show them doing their thing on the battle field."""
0,20120620024551Z,"""You KNOW the RULES - one DELETE equal 50 REPOSTS\n#37 WHAT is his EXAMPLE of TOTALITARIANISM in the USA? Here it is...Last August, Obama's DHS announced it would no longer deport the noncitizen spouses of gay Americans\xa0\xa0\nLOL, get yer musket Myrtle and follow me into the BUNKER! They'll not take us alive!!"""
0,,"""From what I can see, most men like women who are physically fit.  You don't have to look like a runway model, but YOU DO need to look like you take care of yourself, eat reasonably well, and exercise.  Studies have shown (though I'm referencing information I read YEARS ago) that WM actually prefer a larger body type than WW, but not as large as BM or HM.  WW seem to want to be a size zero, while WM seem to like the athletic Swedish model body.  Anyway, I think both of the ladies above look very attractive.  However, I don't understand this fixation on having butts and thighs that are WAY out of proportion with the rest of one's figure.  That isn't attractive to me, personally.  I just don't get it.  And, seeing a HUGE rear on a small girl just doesn't make any sense.  I don't know how it's physically possible to have skinny arms, legs, waist, and still have a humongous derriere and/or thighs.  Many men like a nice-sized butt, including WM and AM (I know from experience), so a BW's full, round bottom isn't necessarily a problem for men in general.  But, MOST men (including BM) don't want a bottom that's so obese it looks like it's own planet.  Get and stay in shape for your own health and opportunities, BW."""
0,20120502191320Z,"""You're better than that, pola."""
0,20120502160111Z,"""oh didn't you know they are irreplacable! (Just ask them)"""
0,20120514050850Z,"""@cheatingrangers\xa0\n\xa0\nWe shall see only a fool predicts the future, you qualify."""
0,20120528201016Z,"""What's his story? Sporadic starts? Never over 5 innings?"""
1,20120619165642Z,"""Ms Jenkums could you please look up at\xa0the right hand corner up top\xa0and click the red X, and to never return\xa0again pls.....You are to dumb to know your dumb......Click\xa0it\xa0now....And don't come back now you hear...."""
1,,"""Listen you fucking wanker -- we approve all comments, so long as they are not inflammatory against a type of people. We censor blatant bigotry. But little dickwrinkles like you calling me a pussy? I'd never censor that. Look at other posts...people have wished AIDS on me dude, so...I've heard worse fuckhead.That said, if you have to sleep with a woman in her 60s, then that's pretty sad, dude. Try dating girls your own age. It's kind of weird you're into way older chicks. You might wanna rethink hugging your own mom when you have a boner going forward.Plus, I have had more ass than every male in your entire family line -- with their fucked up teeth and small dicks -- has ever seen. Just a point of clarification, you bucket of cunt slop."""
0,20120528064022Z,"""Hey\xa0@ign-b9606001de921324b66a3e5949ba481e:disqus\xa0, you are awesome!"""
1,,"""ima fuck me 2 white bitches. you got a sister? ima fuck her in the ass. ima fuck ya ball headed\\xc2\\xa0 sister everybody go to youtube look up the vid and look at the info section and it has all these fags address facebook and parents name and phone numbers real talk take a look..i aint no snitch but when i see shit like these goin on it gets to me..i live around there so when i see em ima fuck them upp good prolly gonna have to cut a bitch too"""
1,20120609231632Z,"""Retard, everyone wasnt bad. Everyone had fallen angel blood in them. God didnt want that. God wanted humans to be human and angels to be angelic. Not no damn hybrid. Read the bible before you fuck up your interpretation."""
1,20120610015253Z,"""All racists like you are morons, dude! \n\nIt just happens most pit bull owners are morons too & this has even more convinced me of that."""
1,20120611164014Z,"""It's hard to read your post and not immediately think that you're xenophobic"""
0,20120529060616Z,"""Thanks Kosh I am very happy being normal"""
0,20120502132655Z,"""You are such a talented photographer!"""
0,20120610151909Z,"""Wowee!!\xa0 Those are both high-energy, smart dogs.\xa0 And you're a few weeks away from delivery.\xa0 Your life is about to get even more interesting than it already is!\xa0 :)"""
0,,"""@noBjustRyan he can be as stubborn as anyone else with his opinions.  but the name calling went too far, i agree."""
1,20120611000207Z,"""Fuck you Fred"""
0,20120612132204Z,"""They do seem to run away and hide whenever you question their Fox News talking points."""
0,,"""Michelle Obama can suck it!! I am sick and tired of the screwed up Government telling us what we can and cannot do... especially when it comes to our kids!!! Stay the hell out of our lives!!! Save the REPUBLIC revolt against socialism!!"""
1,20120529011014Z,"""go suckle on your mom's teet little child"""
0,,"""@Dezzy11 I know they work in lots of countries, all of europe, brazil, isreal, those are just a few that i know.  I'm sure it will work in new zealand.  depending on the time of day(if they are not at school) you will receive the server information with in minutes."""
0,20120528185458Z,"""Fan jag som trodde det var FI. Att neka de som vill r\xf6sta att r\xf6sta \xe4r allt annat \xe4r civiliserat. Att ta ut sv\xe4ngarna \xe4r v\xe4lbeh\xf6vt annars sker inga f\xf6r\xe4ndringar."""
1,20120609171430Z,"""You are a fucking idiot."""
0,20120619200631Z,"""That is kind of a sexy photo though. Who took it?"""
1,20120612015803Z,"""Flag this loser's posts. Enough flags and he loses his nic automatically."""
0,20120612125052Z,"""I think the drugs these days are all laced with a little something extra!  The crime these days are unbelievable and unthinkable."""
0,20120612123722Z,"""U Thurley may be a consenting adult, but it worries me what a bigot like him/her consents to."""
1,20120502094548Z,"""If you claim you don't have the power to forgive but only ""Allah"", why then do you arrogate yourself the power to avenge? Are you not double-speaking? Why not leave both powers to the owner, ""Allah"" and allow him to fight for himself? Or is he not capable? We are not afraid of you; we are not afraid of death. Everyone will eventually die, both the killer and the killed; our Lord Jesus long time ago warned us about sects like yours and encouraged us not to be afraid for you can only kill the body but can do no further harm after that: you can't kill our souls which ultimately goes back to our God; so kill all you can, Jesus will forever remain Lord!"""
0,20120528043551Z,"""Damien Sandow . . . the ""Leaping"" Lanny Poffo of this era."""
0,,"""haha look at the face on her"""
1,20120320100514Z,"""I told you before you poor excuse for a human being not to respond to my post but you don't listen.\xa0 You are ignorant, you pathetic piece of feces.\xa0 I hope you\nget what you deserve in a fatal accident soon...."""
0,20120619160146Z,"""You are soo beautiful"""
0,20120502172225Z,"""So what happened when you wandered off into the woods during your brothers swim meet? Sounds like Deliverance."""
0,20120612034735Z,"""I imagine he lives in Virginia, he's wouldn't live with the riffraff in DC."""
1,20120529031824Z,"""Apparently, bad officiating never gets old to you morons."""
1,20120620122011Z,"""Thanks for confirming that conservative men only see their women as a pair of tits and an azz."""
0,,"""@SRQDawgs15 @TheLadySportswriter Some of the opponents scoring were Touchdowns that Murray threw to their Defensive backs or we gave the opponents really short fields.\\n\\n \\n\\nI am not saying UGA doesn't have great talent on both sides of the ball.  However, the consistency on offense is missing.  The short dump-off passes are missing. And, obviously our running game and O-Line play were missing.  However, the boneheaded CT runs up the middle, the flat footed draw plays, and the fumbles at critical times by Murray and the pick 6's had to demoralize our young defense.\\n\\n \\n\\nPersonally, I would like to see us never get behind in a game and to win every game by 3 touchdowns.  Please forgive me if I am asking too much."""
1,20120609224740Z,"""what's your deal bro?  You aren't concerned, and you damn sure are not a liberal.  Why don't you just be yourself instead of coming on posing as a screwed up exaggeration of people you don't like or understand?  Did your mommy not love you enough or something?"""
0,20120530030259Z,"""""obviously clean"", you are in denial"""
0,,"""I bet the songs on the upcoming CD were written for This twit. The message was she is a progressive. She knows where her\\xc2\\xa0 bread is buttered.\\n\\nI have never even heard of her.\\n\\nI bet if she had to write her own material. Ms Hoe would be a major disappointment to her idiotic fans.\\n\\nWhat was her message with the exorcism? CBS management look like total knuckleheads. No wonder their ratings suck.\\n\\nBring back garage bands. They play instruments, write their own material & perform to their fans.\\n\\nMost of the music truly sucks today. Record executives don't even try to find pure raw talent.. It seems they try to clone their stars. Visual imagery for shock value\\xc2\\xa0over solid Rock-n-Roll.\\n\\n"""
0,20120620160300Z,"""Just a thought. About those unwinnable, illegal wars. If they were illegal wouldn't you think Bush and Cheney would have charges brought up on them by now? Fact is they were on the level its just another example of the liberal media getting alll you liberals wound up tighter than Dick's hatband. Just like little wind up toys, get you started and away you go! \n\nIt's time to start thinking about Impeachment of the Dope Head in Chief."""
0,,"""Define abortion in objective terms. Explain the whole process of abortions too me. Explain what you see in a sonogram of a baby with fingers, toes, fingerprints, eyes, a heartbeat and brainwaves. Explain late term abortions for me. Where they pull a baby's head out and inject it with saline and then vacuum their brains out. Pro choicers are cowards at the core. How brave of you to lay down your responsibilities for what you did at a nightclub getting drunk and having unprotected sex and then kill your living mistake. """
0,20120528015319Z,"""N\xe5gonstans missar Sigfrid\xa0principfr\xe5gan det g\xe4ller n\xe4r han drar paralleller till bilk\xf6rning och droger som inte alls \xe4r relevant till fr\xe5gan om r\xf6str\xe4tt s\xe5tillvida att han inte anser att barn/unga ska ha m\xf6jlighet att kandidera till riksdagen.\xa0Eller \xe4r han m\xe5h\xe4nda r\xe4dd f\xf6r att bli utmanad av n\xe5gon politiskt insatt sju\xe5rig aspergare?\n\n\nJag f\xf6rst\xe5r Sigfrid (med r\xe4tta) har en ogrundad r\xe4dsla f\xf6r att minoritetspartier (s\xe5 som PP) f\xe5r m\xf6jlighet att p\xe5verka i st\xf6rre utstr\xe4ckning om unga ges r\xf6str\xe4tt. Men det finns fr\xe5gor som ber\xf6r alla medborgare oavsett \xe5lder t.ex\xa0\xa0fildelning, skolpolitik och studiebidrag. Man b\xf6r dessutom inte dumf\xf6rklara det allm\xe4nna och f\xf6ruts\xe4tta att det besitter tillr\xe4ckligt med r\xe4ttspatos f\xf6r att inte r\xf6sta igenom n\xe5got s\xe5 absurt som s\xe4nkt \xe5ldersgr\xe4ns f\xf6r att k\xf6pa alkohol (\xe4ven om det nu faktiskt inte \xe4r ett problem att f\xe5 tag i s\xe5dant eller k\xf6ra bil oavsett myndighets\xe5lder och k\xf6rkort). Varf\xf6r det\xa0dras\xa0till in absurdum?\nAtt unga eller barn inte ges r\xe4tt att v\xe4cka\xa0opinion n\xe4r en relevant fr\xe5ga (f\xf6r dessa) lyftes \xe4r bedr\xf6vligt ur demokratisynpunkt. Men Sigfrid menar\xa0kanske inte\xa0att barn klassas som medborgare? Det \xe4r synnerligen skr\xe4mmande med en s\xe5dan snevriden syn p\xe5 demokrati (allra minst fr\xe5n en av v\xe5ra folkvalda) d\xe5 dessa otvivelaktigt har ett svenskt medborgarskap vilket per definition b\xf6r ge dom r\xe4tt att p\xe5verka. Barn \xe4r folkets framtid och ska med r\xe4tta ges m\xf6jlighet att p\xe5verka om dessa s\xe5 \xf6nskar.Det p\xe5st\xe5s att debatten ska f\xf6ras p\xe5 en\xa0n\xe5gorlunda\xa0h\xf6g\xa0intellektuell\xa0niv\xe5. Men det \xe4r ju precis tv\xe4rtom, det g\xf6rs inte eftersom inte ens vuxna klarar av att v\xe4lja vettiga politiska f\xf6retr\xe4dare eller s\xe4tta sig in i vad exakt en r\xf6st (p\xe5 t.ex moderaterna) inneb\xe4r.\n\nVi b\xf6r str\xe4va efter ett samh\xe4lle d\xe4r vi v\xe5gar f\xf6r\xe4ndra saker och ta ut sv\xe4ngarna en bit i taget. I v\xe4rsta fall \xe4r f\xf6r\xe4ndringarna\xa0reversibla.\n\nI korthet. Ja till att ge yngre medborgare r\xf6str\xe4tt om dom vill utnyttja denna. D\xe4remot kan man beh\xf6va besluta om att partier inte f\xe5r nyttja fulknep f\xf6r att vilseleda v\xe4ljare innan detta beslutas, vilket \xe4r en fr\xe5ga som beh\xf6ver arbetas igenom innan ett eventuellt beslut tas, allt f\xf6r att s\xe4kerst\xe4lla att politiken blir mer transparent."""
